RSSI,ACC_X,ACC_Y,ACC_Z,Gyro_X,Gyro_Y,Gyro_Z
-73,-6.15,-7.62,1.27,0.35,-0.49,-0.25
-72,-6.1,-7.5,1.35,0.35,-0.5,-0.25
-74,-6.05,-7.41,1.44,0.36,-0.51,-0.25
-74,-6.01,-7.34,1.54,0.35,-0.52,-0.25
-72,-5.97,-7.31,1.63,0.34,-0.52,-0.25
-72,-5.93,-7.28,1.71,0.33,-0.52,-0.24
-73,-5.9,-7.27,1.75,0.31,-0.52,-0.24
-75,-5.85,-7.24,1.75,0.3,-0.52,-0.23
-73,-5.81,-7.23,1.77,0.28,-0.53,-0.23
-73,-5.77,-7.21,1.76,0.27,-0.53,-0.23
-74,-5.74,-7.21,1.73,0.25,-0.53,-0.22
-71,-5.68,-7.24,1.74,0.24,-0.54,-0.21
-71,-5.63,-7.29,1.75,0.23,-0.55,-0.2
-70,-5.59,-7.33,1.76,0.22,-0.57,-0.19
-72,-5.56,-7.38,1.71,0.21,-0.59,-0.18
-74,-5.54,-7.45,1.62,0.2,-0.61,-0.17
-71,-5.54,-7.52,1.52,0.2,-0.63,-0.17
-73,-5.56,-7.62,1.48,0.2,-0.66,-0.16
-1020,-5.59,-7.75,1.51,0.2,-0.68,-0.16
-74,-5.62,-7.87,1.58,0.22,-0.71,-0.16
-73,-5.68,-8,1.71,0.24,-0.75,-0.16
-73,-5.75,-8.12,1.77,0.26,-0.79,-0.17
-73,-5.82,-8.19,1.81,0.29,-0.82,-0.18
-72,-5.88,-8.23,1.8,0.31,-0.86,-0.2
-73,-5.94,-8.28,1.82,0.34,-0.89,-0.21
-74,-6,-8.31,1.84,0.37,-0.92,-0.23
-72,-6.03,-8.35,1.89,0.4,-0.95,-0.26
-75,-6.05,-8.38,1.89,0.43,-0.98,-0.29
-74,-6.06,-8.38,1.9,0.45,-1,-0.3
-73,-6.05,-8.39,1.92,0.47,-1.02,-0.33
-73,-6.01,-8.38,1.97,0.49,-1.04,-0.36
-75,-5.97,-8.35,2.01,0.53,-1.06,-0.39
-72,-5.92,-8.33,2.02,0.55,-1.08,-0.41
-72,-5.85,-8.29,2.03,0.58,-1.1,-0.44
-72,-5.8,-8.23,2.03,0.6,-1.12,-0.46
-73,-5.72,-8.16,2.02,0.62,-1.13,-0.49
-73,-5.63,-8.1,2.01,0.64,-1.15,-0.51
-74,-5.54,-8.03,1.97,0.66,-1.17,-0.53
-74,-5.44,-7.96,1.96,0.67,-1.18,-0.54
-71,-5.31,-7.87,1.98,0.69,-1.19,-0.56
-72,-5.19,-7.8,2.04,0.7,-1.21,-0.57
-73,-5.09,-7.73,2.13,0.71,-1.22,-0.58
-74,-5,-7.64,2.17,0.72,-1.24,-0.59
-75,-4.91,-7.54,2.17,0.73,-1.25,-0.6
-75,-4.84,-7.42,2.18,0.73,-1.26,-0.6
-72,-4.78,-7.31,2.24,0.73,-1.27,-0.59
-72,-4.74,-7.23,2.29,0.72,-1.27,-0.59
-75,-4.72,-7.18,2.32,0.71,-1.27,-0.58
-71,-4.71,-7.1,2.36,0.7,-1.27,-0.58
-74,-4.72,-7.04,2.36,0.68,-1.27,-0.56
-71,-4.7,-7.01,2.38,0.65,-1.26,-0.55
-74,-4.68,-6.97,2.39,0.62,-1.25,-0.54
-73,-4.67,-6.95,2.38,0.59,-1.24,-0.52
-75,-4.66,-6.94,2.39,0.55,-1.23,-0.51
-72,-4.66,-6.96,2.38,0.52,-1.22,-0.49
-73,-4.65,-6.99,2.37,0.48,-1.2,-0.47
-72,-4.64,-7.04,2.36,0.44,-1.18,-0.46
-71,-4.63,-7.08,2.37,0.39,-1.16,-0.44
-72,-4.6,-7.14,2.36,0.35,-1.15,-0.42
-72,-4.58,-7.22,2.31,0.3,-1.13,-0.41
-73,-4.57,-7.22,2.33,0.27,-1.1,-0.39
-74,-4.55,-7.3,2.33,0.25,-1.09,-0.37
-75,-4.54,-7.37,2.31,0.23,-1.08,-0.36
-75,-4.52,-7.41,2.28,0.22,-1.07,-0.35
-73,-4.5,-7.5,2.3,0.21,-1.05,-0.34
-71,-4.48,-7.56,2.33,0.2,-1.05,-0.34
-76,-4.48,-7.58,2.34,0.2,-1.05,-0.34
-74,-4.47,-7.64,2.33,0.21,-1.05,-0.34
-74,-4.47,-7.69,2.32,0.22,-1.06,-0.34
-74,-4.47,-7.75,2.32,0.23,-1.06,-0.35
-73,-4.47,-7.78,2.34,0.25,-1.06,-0.36
-75,-4.47,-7.78,2.37,0.27,-1.07,-0.37
-75,-4.46,-7.79,2.39,0.29,-1.07,-0.38
-73,-4.45,-7.79,2.42,0.32,-1.08,-0.39
-72,-4.42,-7.79,2.49,0.35,-1.09,-0.4
-73,-4.36,-7.74,2.6,0.4,-1.11,-0.42
-72,-4.32,-7.71,2.63,0.43,-1.12,-0.43
-73,-4.34,-7.71,2.57,0.46,-1.12,-0.44
-73,-4.36,-7.7,2.52,0.47,-1.12,-0.44
-73,-4.36,-7.7,2.55,0.48,-1.11,-0.45
-130,-4.36,-7.69,2.59,0.49,-1.1,-0.46
-64,-4.34,-7.68,2.59,0.51,-1.11,-0.46
-63,-4.3,-7.65,2.55,0.52,-1.1,-0.47
-64,-4.29,-7.63,2.55,0.53,-1.1,-0.47
-61,-4.26,-7.62,2.58,0.54,-1.09,-0.47
-63,-4.28,-7.62,2.61,0.54,-1.09,-0.47
-66,-4.3,-7.63,2.67,0.55,-1.09,-0.47
-65,-4.31,-7.64,2.68,0.56,-1.1,-0.47
-62,-4.28,-7.65,2.69,0.58,-1.1,-0.47
-63,-4.26,-7.62,2.76,0.59,-1.1,-0.48
-63,-4.24,-7.57,2.87,0.6,-1.1,-0.48
-65,-4.2,-7.53,2.94,0.6,-1.1,-0.48
-65,-4.15,-7.47,2.99,0.61,-1.1,-0.48
-62,-4.1,-7.43,3.02,0.61,-1.09,-0.47
-761,-4.04,-7.38,3.08,0.61,-1.08,-0.46
-65,-3.98,-7.33,3.15,0.6,-1.07,-0.46
-62,-3.9,-7.27,3.23,0.59,-1.06,-0.45
-64,-3.83,-7.21,3.27,0.58,-1.05,-0.44
-62,-3.75,-7.15,3.28,0.57,-1.05,-0.43
-64,-3.69,-7.08,3.27,0.56,-1.04,-0.42
-65,-3.63,-7.01,3.24,0.55,-1.03,-0.41
-62,-3.56,-6.95,3.21,0.53,-1.01,-0.39
-63,-3.51,-6.89,3.18,0.51,-1,-0.38
-64,-3.45,-6.86,3.16,0.49,-0.98,-0.36
-66,-3.42,-6.87,3.14,0.46,-0.96,-0.35
-62,-3.39,-6.88,3.15,0.45,-0.94,-0.34
-63,-3.36,-6.89,3.18,0.42,-0.92,-0.32
-63,-3.34,-6.9,3.21,0.38,-0.89,-0.31
-65,-3.33,-6.91,3.24,0.35,-0.86,-0.29
-65,-3.31,-6.91,3.25,0.32,-0.83,-0.28
-65,-3.29,-6.94,3.26,0.29,-0.8,-0.27
-62,-3.28,-6.97,3.31,0.26,-0.77,-0.26
-64,-3.28,-7.01,3.37,0.24,-0.74,-0.25
-64,-3.28,-7.06,3.43,0.21,-0.72,-0.24
-65,-3.28,-7.11,3.48,0.19,-0.69,-0.23
-62,-3.29,-7.16,3.54,0.18,-0.67,-0.23
-65,-3.31,-7.2,3.58,0.17,-0.65,-0.23
-66,-3.32,-7.24,3.61,0.17,-0.63,-0.23
-65,-3.35,-7.31,3.62,0.16,-0.61,-0.23
-62,-3.37,-7.35,3.65,0.16,-0.59,-0.23
-62,-3.38,-7.41,3.7,0.15,-0.58,-0.23
-62,-3.37,-7.44,3.78,0.14,-0.57,-0.23
-66,-3.34,-7.44,3.84,0.14,-0.56,-0.24
-62,-3.3,-7.43,3.91,0.14,-0.56,-0.24
-65,-3.26,-7.42,3.94,0.13,-0.55,-0.24
-65,-3.19,-7.41,3.95,0.12,-0.55,-0.23
-63,-3.11,-7.38,3.96,0.12,-0.54,-0.23
-62,-3.03,-7.34,4,0.11,-0.54,-0.23
-66,-2.93,-7.31,4.05,0.1,-0.53,-0.22
-64,-2.84,-7.28,4.1,0.08,-0.53,-0.21
-62,-2.75,-7.2,4.13,0.07,-0.52,-0.2
-64,-2.68,-7.14,4.13,0.05,-0.52,-0.19
-67,-2.6,-7.07,4.16,0.03,-0.5,-0.18
-66,-2.54,-7.03,4.2,0.01,-0.49,-0.16
-65,-2.49,-7.01,4.23,-0.02,-0.47,-0.15
-67,-2.47,-7,4.25,-0.05,-0.45,-0.13
-61,-2.47,-7.03,4.24,-0.08,-0.43,-0.12
-64,-2.47,-7.06,4.24,-0.11,-0.41,-0.1
-64,-2.49,-7.11,4.24,-0.14,-0.38,-0.09
-64,-2.54,-7.17,4.25,-0.18,-0.35,-0.08
-66,-2.59,-7.24,4.24,-0.21,-0.32,-0.07
-63,-2.64,-7.31,4.24,-0.24,-0.29,-0.07
-66,-2.71,-7.38,4.23,-0.27,-0.26,-0.07
-64,-2.77,-7.43,4.22,-0.29,-0.24,-0.07
-62,-2.82,-7.48,4.21,-0.3,-0.22,-0.07
-62,-2.86,-7.53,4.2,-0.31,-0.2,-0.08
-66,-2.92,-7.58,4.22,-0.31,-0.19,-0.09
-696,-2.98,-7.63,4.21,-0.31,-0.18,-0.1
-62,-3.04,-7.68,4.23,-0.3,-0.17,-0.11
-62,-3.09,-7.74,4.25,-0.3,-0.17,-0.12
-63,-3.14,-7.81,4.28,-0.29,-0.16,-0.13
-63,-3.18,-7.9,4.28,-0.29,-0.16,-0.13
-65,-3.21,-7.98,4.26,-0.3,-0.15,-0.14
-64,-3.21,-8.05,4.27,-0.31,-0.13,-0.14
-62,-3.18,-8.12,4.34,-0.31,-0.13,-0.14
-63,-3.15,-8.19,4.45,-0.32,-0.13,-0.14
-61,-3.09,-8.22,4.57,-0.32,-0.14,-0.14
-62,-3.03,-8.15,4.69,-0.32,-0.14,-0.14
-62,-2.82,-8.12,4.8,-0.32,-0.13,-0.12
-63,-2.77,-8.18,5.04,-0.3,-0.13,-0.1
-66,-2.73,-7.94,5.35,-0.29,-0.15,-0.06
-758,-2.8,-8.35,5.34,-0.23,-0.2,-0.04
-61,-2.9,-8.53,5.21,-0.2,-0.22,-0.07
-65,-2.96,-8.22,5.31,-0.15,-0.24,-0.1
-60,-3.03,-8.28,5.53,-0.11,-0.26,-0.11
-61,-3.07,-8.17,5.69,-0.06,-0.29,-0.12
-61,-3.16,-8.2,5.68,-0.01,-0.33,-0.12
-66,-3.28,-8.33,5.67,0.04,-0.35,-0.13
-66,-3.38,-8.32,5.79,0.07,-0.36,-0.14
-62,-3.47,-8.35,5.91,0.11,-0.38,-0.15
-61,-3.57,-8.41,5.99,0.15,-0.41,-0.16
-64,-3.68,-8.49,6.01,0.2,-0.44,-0.16
-61,-3.78,-8.58,6.02,0.25,-0.47,-0.17
-62,-3.89,-8.69,6.04,0.3,-0.5,-0.18
-64,-3.98,-8.79,6.06,0.36,-0.54,-0.19
-65,-4.08,-8.9,6.1,0.41,-0.57,-0.2
-61,-4.17,-9,6.16,0.47,-0.6,-0.21
-62,-4.24,-9.08,6.25,0.52,-0.63,-0.22
-62,-4.29,-9.11,6.32,0.56,-0.65,-0.23
-61,-4.32,-9.13,6.41,0.61,-0.68,-0.24
-65,-4.34,-9.12,6.49,0.67,-0.71,-0.26
-61,-4.38,-9.07,6.57,0.72,-0.75,-0.28
-64,-4.39,-8.99,6.6,0.77,-0.78,-0.29
-65,-4.37,-8.85,6.59,0.82,-0.82,-0.31
-64,-4.34,-8.75,6.6,0.87,-0.86,-0.32
-65,-4.29,-8.64,6.6,0.93,-0.89,-0.34
-65,-4.24,-8.56,6.61,0.98,-0.92,-0.34
-62,-4.18,-8.5,6.63,1.02,-0.94,-0.35
-63,-4.12,-8.45,6.65,1.06,-0.96,-0.35
-64,-4.04,-8.37,6.63,1.1,-0.98,-0.35
-63,-3.94,-8.3,6.53,1.14,-1,-0.36
-1580,-3.84,-8.23,6.43,1.17,-1,-0.36
-62,-3.75,-8.15,6.31,1.19,-1,-0.36
-61,-3.68,-8.09,6.19,1.21,-1,-0.35
-65,-3.6,-8.03,6.12,1.21,-0.99,-0.35
-128,-3.55,-7.97,6.05,1.22,-0.98,-0.34
-65,-3.49,-7.92,6.02,1.22,-0.97,-0.34
-63,-3.41,-7.88,6,1.22,-0.96,-0.33
-63,-3.37,-7.85,5.98,1.22,-0.95,-0.33
-62,-3.34,-7.78,5.94,1.22,-0.94,-0.33
-60,-3.3,-7.7,5.88,1.22,-0.93,-0.32
-64,-3.26,-7.6,5.84,1.2,-0.92,-0.32
-811,-3.25,-7.52,5.8,1.2,-0.9,-0.31
-60,-3.23,-7.41,5.76,1.19,-0.89,-0.31
-63,-3.2,-7.21,5.71,1.18,-0.88,-0.3
-60,-3.19,-6.85,5.55,1.17,-0.86,-0.27
-64,-3.22,-7.04,5.49,1.15,-0.83,-0.25
-62,-3.2,-7.05,5.64,1.14,-0.81,-0.25
-64,-3.17,-7,5.7,1.14,-0.82,-0.26
-64,-3.12,-6.89,5.56,1.15,-0.84,-0.28
-63,-3.07,-6.77,5.37,1.16,-0.84,-0.29
-60,-3.02,-6.65,5.22,1.16,-0.84,-0.3
-60,-2.95,-6.56,5.15,1.17,-0.82,-0.31
-63,-2.86,-6.47,5.12,1.17,-0.82,-0.32
-65,-2.76,-6.41,5.05,1.18,-0.82,-0.32
-61,-2.68,-6.42,4.93,1.19,-0.81,-0.33
-120,-2.58,-6.41,4.81,1.16,-0.79,-0.35
-60,-2.5,-6.34,4.75,1.16,-0.78,-0.36
-59,-2.37,-6.26,4.68,1.14,-0.76,-0.37
-62,-2.24,-6.19,4.63,1.14,-0.73,-0.38
-61,-2.13,-6.12,4.62,1.12,-0.7,-0.38
-60,-2.04,-6.04,4.65,1.09,-0.68,-0.38
-61,-1.95,-6,4.72,1.06,-0.65,-0.37
-61,-1.92,-6.01,4.75,1.03,-0.63,-0.36
-61,-1.89,-6.04,4.78,1.01,-0.61,-0.36
-59,-1.91,-6.09,4.82,0.98,-0.59,-0.35
-62,-1.95,-6.1,4.9,0.96,-0.58,-0.35
-61,-2,-6.11,4.95,0.94,-0.57,-0.34
-60,-2.04,-6.09,4.97,0.92,-0.56,-0.35
-62,-2.07,-6.06,4.94,0.9,-0.57,-0.35
-61,-2.12,-6.05,4.91,0.89,-0.57,-0.36
-60,-2.16,-6.01,4.87,0.89,-0.57,-0.37
-59,-2.19,-5.99,4.85,0.89,-0.57,-0.39
-62,-2.21,-5.94,4.82,0.89,-0.58,-0.41
-61,-2.22,-5.86,4.79,0.89,-0.59,-0.43
-62,-2.21,-5.78,4.73,0.9,-0.6,-0.45
-62,-2.19,-5.72,4.7,0.91,-0.6,-0.46
-62,-2.16,-5.6,4.62,0.91,-0.61,-0.48
-62,-2.1,-5.51,4.55,0.92,-0.62,-0.49
-61,-2.03,-5.41,4.48,0.92,-0.63,-0.51
-63,-1.91,-5.33,4.43,0.92,-0.63,-0.51
-64,-1.83,-5.25,4.4,0.92,-0.63,-0.51
-63,-1.76,-5.22,4.4,0.91,-0.63,-0.5
-63,-1.73,-5.26,4.37,0.91,-0.65,-0.5
-63,-1.61,-5.27,4.25,0.9,-0.67,-0.5
-64,-1.49,-5.24,4.2,0.89,-0.66,-0.49
-62,-1.45,-5.3,4.22,0.88,-0.66,-0.47
-62,-1.43,-5.36,4.21,0.88,-0.67,-0.46
-64,-1.42,-5.44,4.12,0.88,-0.69,-0.46
-64,-1.38,-5.5,4.02,0.88,-0.69,-0.45
-63,-1.37,-5.62,4.02,0.87,-0.69,-0.44
-63,-1.32,-5.76,4.09,0.87,-0.7,-0.44
-66,-1.29,-5.77,4.13,0.88,-0.7,-0.45
-66,-1.31,-5.86,4.15,0.89,-0.71,-0.45
-831,-1.3,-5.9,4.16,0.9,-0.72,-0.46
-61,-1.28,-5.92,4.18,0.91,-0.72,-0.47
-61,-1.25,-5.94,4.23,0.92,-0.72,-0.49
-60,-1.24,-5.87,4.34,0.94,-0.71,-0.51
-61,-1.24,-5.81,4.44,0.95,-0.72,-0.53
-60,-1.22,-5.72,4.48,0.97,-0.74,-0.55
-63,-1.21,-5.64,4.49,0.99,-0.75,-0.57
-62,-1.19,-5.55,4.53,1.01,-0.77,-0.58
-64,-1.18,-5.49,4.59,1.03,-0.78,-0.59
-63,-1.18,-5.45,4.61,1.05,-0.81,-0.6
-62,-1.16,-5.43,4.56,1.07,-0.83,-0.61
-61,-1.15,-5.44,4.49,1.09,-0.85,-0.61
-63,-1.13,-5.46,4.44,1.11,-0.87,-0.61
-64,-1.08,-5.45,4.42,1.11,-0.88,-0.61
-62,-1.03,-5.49,4.36,1.11,-0.89,-0.61
-62,-0.95,-5.49,4.26,1.11,-0.89,-0.61
-62,-0.86,-5.47,4.16,1.1,-0.89,-0.6
-60,-0.76,-5.42,4.1,1.08,-0.88,-0.6
-61,-0.6,-5.33,4.05,1.05,-0.87,-0.59
-60,-0.45,-5.27,3.95,1.03,-0.86,-0.57
-61,-0.35,-5.2,3.9,1.01,-0.84,-0.56
-59,-0.19,-5.07,3.92,0.97,-0.81,-0.53
-61,-0.03,-5.05,3.95,0.91,-0.78,-0.5
-61,0.1,-4.99,3.93,0.88,-0.75,-0.47
-59,0.19,-4.98,3.92,0.81,-0.7,-0.42
-61,0.26,-5.01,3.91,0.78,-0.65,-0.38
-62,0.34,-4.98,4.07,0.7,-0.59,-0.34
-63,0.37,-4.97,4.26,0.63,-0.54,-0.29
-62,0.37,-5.03,4.39,0.53,-0.51,-0.24
-62,0.34,-5.14,4.35,0.45,-0.47,-0.2
-63,0.3,-5.16,4.32,0.39,-0.44,-0.17
-61,0.26,-5.23,4.29,0.29,-0.39,-0.14
-62,0.19,-5.28,4.3,0.21,-0.35,-0.11
-61,0.14,-5.32,4.31,0.12,-0.3,-0.09
-63,0.08,-5.39,4.3,0.04,-0.27,-0.07
-63,0.03,-5.47,4.3,-0.03,-0.23,-0.06
-62,-0.05,-5.52,4.24,-0.12,-0.19,-0.05
-63,-0.14,-5.56,4.15,-0.2,-0.14,-0.04
-60,-0.22,-5.6,4.05,-0.29,-0.08,-0.03
-61,-0.29,-5.6,4,-0.38,-0.01,-0.02
-63,-0.33,-5.58,4.02,-0.47,0.06,-0.01
-62,-0.36,-5.55,4.07,-0.54,0.12,-0.01
-62,-0.36,-5.48,4.15,-0.61,0.18,-0.01
-64,-0.32,-5.38,4.26,-0.68,0.23,0
-62,-0.25,-5.29,4.41,-0.73,0.27,0
-62,-0.2,-5.2,4.52,-0.76,0.29,0
-63,-0.12,-5.09,4.67,-0.8,0.31,0.01
-62,-0.05,-5,4.8,-0.85,0.33,0.02
-62,0.02,-4.94,4.86,-0.89,0.36,0.02
-610,0.07,-4.88,4.88,-0.93,0.39,0.03
-61,0.12,-4.83,4.87,-0.98,0.43,0.03
-63,0.18,-4.65,4.83,-1.04,0.47,0.04
-62,0.22,-4.6,4.81,-1.07,0.5,0.05
-61,0.24,-4.64,4.76,-1.1,0.55,0.07
-61,0.27,-4.62,4.73,-1.14,0.61,0.07
-59,0.28,-4.57,4.76,-1.17,0.66,0.08
-61,0.25,-4.61,4.92,-1.2,0.72,0.07
-60,0.24,-4.61,5.15,-1.24,0.76,0.07
-59,0.2,-4.67,5.37,-1.27,0.78,0.06
-58,0.17,-4.71,5.54,-1.3,0.8,0.05
-61,0.15,-4.8,5.77,-1.36,0.8,0.05
-60,0.06,-4.8,5.93,-1.31,0.79,0.03
-59,-0.02,-4.82,6.08,-1.43,0.81,0.01
-60,-0.1,-4.97,6.19,-1.45,0.79,0
-654,-0.18,-5.07,6.3,-1.49,0.78,-0.02
-59,-0.27,-5.2,6.33,-1.5,0.76,-0.04
-58,-0.39,-5.41,6.32,-1.51,0.74,-0.06
-59,-0.47,-5.55,6.31,-1.5,0.73,-0.08
-59,-0.61,-5.74,6.31,-1.51,0.72,-0.11
-59,-0.74,-5.91,6.3,-1.51,0.7,-0.15
-61,-0.83,-6.03,6.25,-1.5,0.68,-0.2
-61,-0.9,-6.11,6.18,-1.49,0.66,-0.25
-61,-0.92,-6.11,6.1,-1.48,0.63,-0.3
-61,-0.91,-6.08,6.03,-1.47,0.61,-0.36
-601,-0.88,-6.02,5.97,-1.46,0.59,-0.41
-61,-0.85,-5.99,5.96,-1.46,0.58,-0.43
-61,-0.81,-5.94,5.99,-1.47,0.56,-0.47
-62,-0.77,-5.95,6.01,-1.51,0.56,-0.49
-60,-0.73,-5.9,6.02,-1.56,0.56,-0.51
-60,-0.66,-5.51,6.11,-1.63,0.57,-0.51
-60,-0.61,-5.65,6.2,-1.74,0.57,-0.46
-60,-0.62,-6.06,5.86,-1.74,0.58,-0.47
-61,-0.62,-6.02,5.9,-1.85,0.62,-0.48
-60,-0.64,-6.45,6.14,-1.88,0.64,-0.49
-60,-0.56,-6.55,6.37,-1.92,0.63,-0.54
-60,-0.42,-6.34,6.5,-1.98,0.62,-0.56
-59,-0.36,-6.32,6.47,-2.01,0.61,-0.55
-60,-0.29,-6.47,6.38,-2.01,0.6,-0.53
-60,-0.28,-6.83,6.37,-2,0.6,-0.51
-60,-0.3,-7.2,6.42,-2.01,0.6,-0.51
-61,-0.31,-7.55,6.38,-2,0.59,-0.52
-59,-0.32,-7.78,6.27,-1.98,0.57,-0.54
-60,-0.33,-7.93,6.19,-1.95,0.57,-0.55
-58,-0.38,-8.15,6.08,-1.91,0.55,-0.55
-58,-0.43,-8.44,5.97,-1.86,0.54,-0.55
-59,-0.5,-8.72,5.92,-1.82,0.53,-0.55
-58,-0.53,-8.91,5.85,-1.76,0.51,-0.56
-57,-0.56,-9.02,5.77,-1.71,0.49,-0.56
-61,-0.6,-9.13,5.58,-1.62,0.45,-0.57
-58,-0.62,-9.19,5.42,-1.52,0.42,-0.59
-60,-0.61,-9.24,5.32,-1.43,0.39,-0.6
-60,-0.63,-9.32,5.22,-1.31,0.36,-0.61
-60,-0.63,-9.16,5.23,-1.22,0.32,-0.62
-59,-0.62,-9.09,5.23,-1.13,0.26,-0.61
-61,-0.67,-9.21,5.12,-1.04,0.21,-0.6
-62,-0.7,-9.27,5.01,-0.99,0.18,-0.6
-61,-0.74,-9.34,4.88,-0.91,0.14,-0.59
-58,-0.77,-9.39,4.79,-0.83,0.11,-0.59
-59,-0.79,-9.43,4.73,-0.77,0.09,-0.59
-57,-0.79,-9.43,4.71,-0.71,0.07,-0.6
-59,-0.77,-9.39,4.72,-0.65,0.04,-0.61
-58,-0.76,-9.34,4.72,-0.6,0.02,-0.61
-60,-0.74,-9.29,4.72,-0.56,0,-0.61
-60,-0.73,-9.24,4.71,-0.53,-0.02,-0.62
-58,-0.69,-9.21,4.72,-0.49,-0.03,-0.62
-61,-0.64,-9.14,4.72,-0.46,-0.04,-0.61
-62,-0.59,-9.11,4.75,-0.43,-0.04,-0.61
-61,-0.57,-9.1,4.77,-0.41,-0.06,-0.6
-61,-0.56,-9.1,4.75,-0.38,-0.07,-0.59
-59,-0.56,-9.11,4.69,-0.35,-0.09,-0.58
-58,-0.56,-9.11,4.64,-0.32,-0.11,-0.57
-58,-0.54,-9.08,4.64,-0.32,-0.12,-0.56
-59,-0.52,-9.01,4.45,-0.28,-0.14,-0.54
-60,-0.5,-8.95,4.25,-0.27,-0.15,-0.52
-61,-0.48,-8.89,4.13,-0.25,-0.15,-0.5
-59,-0.45,-8.81,3.98,-0.25,-0.15,-0.48
-60,-0.4,-8.71,3.74,-0.25,-0.15,-0.44
-58,-0.33,-8.6,3.63,-0.26,-0.15,-0.42
-61,-0.25,-8.46,3.55,-0.28,-0.14,-0.39
-60,-0.16,-8.32,3.51,-0.3,-0.14,-0.37
-60,-0.07,-8.14,3.51,-0.34,-0.13,-0.33
-59,0,-8,3.49,-0.38,-0.12,-0.29
-60,0.05,-7.91,3.47,-0.43,-0.11,-0.25
-60,0.1,-7.82,3.46,-0.48,-0.1,-0.21
-60,0.14,-7.79,3.44,-0.53,-0.09,-0.17
-58,0.15,-7.81,3.43,-0.59,-0.06,-0.13
-59,0.14,-7.86,3.39,-0.65,-0.04,-0.09
-61,0.12,-7.93,3.37,-0.69,-0.01,-0.06
-61,0.06,-8.04,3.38,-0.75,0.02,-0.02
-59,-0.02,-8.16,3.4,-0.81,0.05,0.01
-59,-0.13,-8.3,3.43,-0.85,0.08,0.04
-58,-0.24,-8.43,3.46,-0.89,0.09,0.06
-59,-0.37,-8.58,3.48,-0.91,0.1,0.07
-57,-0.5,-8.74,3.49,-0.91,0.09,0.07
-58,-0.63,-8.88,3.48,-0.91,0.09,0.06
-57,-0.71,-8.9,3.49,-0.9,0.08,0.06
-59,-0.83,-8.97,3.49,-0.89,0.07,0.05
-58,-0.95,-9.1,3.49,-0.88,0.05,0.04
-58,-1.06,-9.2,3.47,-0.87,0.03,0.03
-58,-1.14,-9.25,3.41,-0.85,0.01,0.01
-58,-1.23,-9.28,3.29,-0.84,0,0
-60,-1.27,-9.26,3.15,-0.83,-0.02,-0.02
-60,-1.31,-9.24,3.03,-0.8,-0.03,-0.03
-60,-1.33,-9.2,2.99,-0.78,-0.04,-0.05
-60,-1.33,-9.13,2.99,-0.75,-0.05,-0.07
-58,-1.3,-9.06,3.03,-0.72,-0.07,-0.08
-59,-1.25,-8.96,3.06,-0.7,-0.1,-0.09
-60,-1.18,-8.85,3.1,-0.69,-0.12,-0.11
-59,-1.11,-8.72,3.12,-0.68,-0.13,-0.12
-59,-1.03,-8.56,3.16,-0.68,-0.15,-0.13
-110,-0.95,-8.4,3.17,-0.68,-0.16,-0.14
-53,-0.88,-8.23,3.17,-0.69,-0.17,-0.15
-61,-0.79,-8.06,3.17,-0.71,-0.18,-0.15
-62,-0.74,-7.93,3.16,-0.73,-0.19,-0.16
-56,-0.67,-7.8,3.13,-0.76,-0.2,-0.16
-57,-0.63,-7.7,3.11,-0.8,-0.21,-0.16
-55,-0.6,-7.64,3.11,-0.84,-0.21,-0.15
-52,-0.58,-7.62,3.09,-0.9,-0.21,-0.15
-55,-0.58,-7.64,3.04,-0.96,-0.2,-0.14
-53,-0.57,-7.67,2.99,-1.02,-0.18,-0.13
-58,-0.56,-7.73,2.95,-1.09,-0.16,-0.12
-54,-0.56,-7.83,2.91,-1.16,-0.14,-0.11
-56,-0.57,-7.96,2.88,-1.24,-0.12,-0.1
-54,-0.58,-8.22,2.85,-1.34,-0.09,-0.09
-55,-0.57,-8.42,2.8,-1.42,-0.08,-0.07
-55,-0.6,-8.69,2.75,-1.51,-0.06,-0.06
-58,-0.62,-8.86,2.65,-1.58,-0.05,-0.05
-53,-0.64,-9.07,2.6,-1.65,-0.04,-0.03
-55,-0.68,-9.34,2.6,-1.7,-0.02,0
-54,-0.72,-9.65,2.64,-1.76,-0.02,0.02
-56,-0.71,-9.86,2.63,-1.84,-0.02,0.04
-54,-0.7,-9.98,2.47,-1.89,-0.01,0.07
-52,-0.71,-10.12,2.32,-1.94,0.02,0.11
-56,-0.7,-10.28,2.25,-1.99,0.05,0.15
-56,-0.69,-10.35,2.21,-2.01,0.07,0.18
-56,-0.67,-10.43,2.15,-2.04,0.1,0.21
-55,-0.61,-10.47,2.17,-2.04,0.13,0.24
-55,-0.47,-10.44,2.27,-2.03,0.14,0.26
-53,-0.31,-10.35,2.41,-2.02,0.14,0.27
-55,-0.15,-10.22,2.49,-2,0.13,0.29
-56,0.01,-10.06,2.55,-1.98,0.12,0.31
-56,0.14,-9.91,2.59,-1.97,0.11,0.33
-1109,0.22,-9.78,2.62,-1.95,0.11,0.35
-55,0.27,-9.66,2.65,-1.93,0.1,0.38
-57,0.24,-9.68,2.67,-1.92,0.1,0.41
-56,0.2,-9.66,2.67,-1.93,0.11,0.43
-57,0.12,-9.64,2.63,-1.96,0.13,0.46
-55,0,-9.63,2.63,-2,0.15,0.49
